Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2005,Karl Paymah,Washington State,CB,72.00,204,10.00,30.75,,4.38,15,41.5,121,3.91,6.75,
2005,Alvin Pearman,Virginia,RB,69.38,208,9.25,30.38,,4.65,24,34.0,112,4.08,6.91,
2005,Erik Pears,Colorado State,OT,79.75,312,,,,,,,,,,
2005,Antonio Perkins,Oklahoma,CB,70.75,190,9.00,31.00,,4.53,10,40.0,126,4.07,,
2005,Tab Perry,UCLA,WR,74.50,229,10.00,32.50,,4.48,,34.0,116,4.22,7.28,
2005,Rob Petitti,Pittsburgh,OT,77.88,347,,,,5.48,,,,,,
2005,Kenneth Pettway,Grambling State (LA),OLB,75.00,236,9.75,35.25,,4.73,22,32.5,114,4.31,,
2005,David Pollack,Georgia,DE,74.13,265,10.13,30.50,,4.81,25,37.0,118,3.90,,
2005,Jonathan Pollard,Oregon State,OLB,73.00,247,9.75,32.63,,4.71,21,35.0,116,4.07,,
2005,Brodney Pool,Oklahoma,FS,73.00,207,,,,4.52,,39.0,120,4.49,7.24,
2005,Brady Poppinga,Brigham Young,DE,75.13,259,9.25,31.13,,4.63,26,35.5,106,4.38,,
2005,Sione Pouha,Utah,DT,75.38,325,,,,5.02,32,32.5,107,4.49,,
2005,Duke Preston,Illinois,C,77.13,311,10.13,33.88,,5.42,21,32.0,96,4.45,,
2005,Bobby Purify,Colorado,RB,72.38,212,,,,4.67,15,33.5,116,4.17,,
2005,Bryan Randall,Virginia Tech,QB,72.25,225,9.50,32.13,19,4.72,,33.0,112,4.08,6.76,
2005,Jay Ratliff,Auburn,DE,75.75,292,,,,4.85,26,33.5,117,4.23,7.35,
2005,Jamaica Rector,Northwest Missouri State,WR,69.75,186,9.63,32.00,,4.50,17,36.5,119,4.13,,
2005,Lamont Reid,North Carolina State,CB,71.25,195,9.50,30.88,,4.59,15,40.5,120,4.28,,
2005,Walter Reyes,Syracuse,RB,70.00,209,8.25,30.38,,4.52,16,32.0,108,4.38,7.31,
2005,Joe Rheem,Kansas State,K,72.25,217,,,,,,,,,,
2005,Kerry Rhodes,Louisville,FS,74.50,209,9.63,32.25,,4.59,12,42.0,123,4.12,,
2005,Ryan Riddle,California,DE,73.75,256,9.13,33.50,,4.82,18,20.5,107,4.38,7.31,
2005,Dante Ridgeway,Ball State (IN),WR,71.13,212,8.50,30.00,,4.60,15,33.0,117,4.39,,
2005,Chris Rix,Florida State,QB,74.00,214,10.00,31.88,26,4.73,,33.5,113,4.53,,
2005,Derreck Robinson,Iowa,DT,76.25,289,10.25,32.75,,5.04,27,34.5,108,4.53,,
2005,Leon Robinson,Georgia Tech,OG,76.00,314,10.75,34.88,,5.25,22,34.5,108,4.76,7.90,
2005,Courtney Roby,Indiana,WR,72.13,189,9.63,31.38,,4.41,,36.5,125,3.94,,
2005,Aaron Rodgers,California,QB,74.00,223,10.13,32.25,39,4.75,,34.5,110,4.32,7.12,
2005,Carlos Rogers,Auburn,CB,72.38,196,8.88,31.38,,4.45,15,40.5,126,3.82,,
2005,Antrel Rolle,Miami (FL),CB,72.13,201,9.50,29.75,,4.50,15,37.0,123,4.01,6.68,
2005,Michael Roos,Eastern Washington,OT,78.63,320,9.13,32.00,,5.28,19,29.0,96,4.50,,
2005,Junior Rosegreen,Auburn,CB,70.88,189,,,,4.63,,,,,,
2005,Matt Roth,Iowa,DE,75.75,278,10.63,31.38,,4.83,26,32.0,110,4.36,,
2005,Stanford Routt,Houston,CB,73.38,193,9.25,32.00,,4.33,,36.5,127,3.90,,
2005,J.R. Russell,Louisville,WR,75.00,206,9.63,32.63,,4.58,,34.5,120,4.02,6.92,
2005,Barrett Ruud,Nebraska,ILB,74.50,241,9.25,30.63,,4.76,25,34.5,108,3.94,,
2005,James Sanders,Frenso State (CA),SS,70.75,214,,,,4.65,22,36.0,112,4.02,7.12,
2005,Steve Savoy,Utah,WR,70.88,192,9.50,32.13,,4.66,,32.0,109,4.22,7.28,
2005,Bo Scaife,Texas,TE,74.63,249,10.13,32.38,,4.79,24,32.5,110,4.12,,
2005,Gerald Sensabaugh,North Carolina,FS,72.50,214,9.25,32.00,,4.48,17,46.0,113,3.98,6.80,
2005,Adam Seward,Nevada Las Vegas,ILB,74.25,248,9.75,31.63,,4.61,33,36.5,120,4.11,,
2005,Ernest Shazor,Michigan,SS,75.63,228,,,,4.65,19,30.0,121,,,
2005,Dan Sheldon,Northern Illinois,WR,68.88,179,9.13,29.25,,4.46,,,,,,
2005,Eric Shelton,Louisville,RB,73.50,246,9.50,33.63,,4.57,18,38.5,122,4.08,,
2005,Darrell Shropshire,South Carolina,DT,74.25,301,9.38,32.63,,4.90,25,34.0,114,4.31,,
2005,Wes Sims,Oklahoma,OT,77.00,318,11.13,32.25,,5.42,26,28.0,104,4.43,,
2005,Alex Smith,Stanford,TE,76.13,258,10.00,34.13,,4.75,28,,,,,
2005,Alex Smith,Utah,QB,76.13,217,9.13,31.75,40,4.78,,32.0,113,3.96,,
2005,Tyson Smith,Iowa State,OLB,74.00,240,,,,,9,,118,,7.09,
2005,Adam Snyder,Oregon,OG,77.38,316,10.38,32.88,,5.38,21,28.5,93,4.83,,
2005,Marcus Spears,Louisiana State,DE,76.00,307,10.50,33.00,,5.03,15,31.0,,4.44,7.21,
2005,Nick Speegle,New Mexico,OLB,77.13,242,,,,4.54,18,38.5,123,4.38,7.12,
2005,Chris Spencer,Mississippi,C,74.88,309,10.88,33.50,,5.24,26,29.0,104,4.59,,
2005,Darren Sproles,Kansas State,RB,66.13,187,8.25,28.25,,4.49,23,33.0,102,3.96,,
2005,Scott Starks,Wisconsin,CB,68.50,172,8.25,29.25,,4.42,13,43.0,133,3.90,6.93,
2005,Nick Steitz,Oregon,OG,75.50,312,10.63,32.75,,5.60,,29.5,97,4.65,,
2005,David Stewart,Mississippi State,OT,78.50,314,10.13,34.38,,5.25,24,34.0,105,,,
2005,Chauncey Stovall,Florida State,WR,72.75,221,9.63,33.13,,4.66,,,,,,
2005,Taylor Stubblefield,Purdue,WR,71.25,174,,,,4.75,,32.0,114,4.18,6.94,
2005,Will Svitek,Stanford,OT,78.50,305,,,,4.93,33,32.0,112,,,
2005,Bill Swancutt,Oregon State,DE,76.00,270,10.13,33.13,,5.03,23,34.0,113,4.24,,
2005,Matthew Tant,Vanderbilt,FB,69.50,231,,,,4.58,24,33.5,110,4.25,7.25,
2005,Lofa Tatupu,Southern California,ILB,71.88,238,10.00,31.63,,4.84,23,35.0,113,4.16,7.65,
2005,Claude Terrell,New Mexico,OG,74.25,343,9.25,31.38,,5.41,27,24.5,88,4.75,,
2005,Adam Terry,Syracuse,OT,80.00,330,10.75,32.50,,5.43,21,26.5,95,4.78,7.85,
2005,Benard Thomas,Nebraska,DE,75.88,269,10.00,32.88,,4.92,27,30.0,100,4.34,,
2005,Pat Thomas,North Carolina State,OLB,72.88,238,,,,,,,,,,
2005,Duvol Thompson,Pennsylvania,CB,69.88,185,,,,,,,,,,
2005,Craphonso Thorpe,Florida State,WR,72.88,188,,,,4.38,,,,,,
2005,Odell Thurman,Georgia,ILB,72.13,233,9.88,32.25,,4.70,23,34.0,113,4.28,,
2005,Justin Tuck,Notre Dame,DE,77.00,268,,,,4.71,24,37.5,118,4.29,7.33,
2005,Zach Tuiasosopo,Washington,FB,73.75,249,9.38,32.75,,5.03,19,25.5,100,4.67,,
2005,Marviel Underwood,San Diego State,FS,70.25,205,9.50,31.38,,4.52,19,38.0,116,4.21,7.08,
2005,Jimmy Verdon,Arizona State,DE,75.13,280,9.50,32.63,,5.05,18,29.5,105,4.53,,
2005,Kevin Vickerson,Michigan State,DT,77.00,310,9.75,34.00,,5.07,20,32.5,97,4.64,7.58,
2005,Cameron Wake,Penn State,OLB,74.75,236,,,,4.65,20,45.5,130,4.13,,
2005,Rian Wallace,Temple,OLB,74.25,241,9.88,32.38,,4.68,10,35.5,111,3.94,,
2005,Andrew Walter,Arizona State,QB,78.13,233,,,,4.86,,,,,,
2005,DeMarcus Ware,Troy (AL),OLB,76.00,251,10.00,33.25,,4.60,27,38.5,122,4.07,,
2005,Paris Warren,Utah,WR,72.38,219,9.88,32.13,,4.73,,31.5,,4.18,6.98,
2005,Fabian Washington,Nebraska,CB,70.50,188,10.13,30.25,,4.31,18,41.5,122,3.91,,
2005,Mike Watson,West Virginia,OT,76.13,316,9.75,31.75,,5.51,,27.5,95,,,
2005,Corey Webster,Louisiana State,CB,72.13,199,9.13,31.50,,4.51,9,39.0,124,4.01,6.91,
2005,Marquis Weeks,Virginia,SS,70.50,216,8.63,31.50,,4.62,23,36.5,119,3.89,,
2005,Jonathan Welsh,Wisconsin,OLB,75.25,244,10.63,33.75,,4.61,19,40.5,128,4.22,,
2005,Jason White,Oklahoma,QB,74.50,223,9.63,31.25,31,4.93,,31.0,102,4.19,7.30,
2005,Manuel White,Michigan State,FB,74.25,244,,,,4.64,,31.0,106,4.49,7.41,
2005,Roddy White,Alabama-Birmingham,WR,73.25,207,,,,4.46,18,41.0,126,4.01,7.12,
2005,Sam Wilder,Colorado,OT,76.90,298,8.88,31.63,,5.39,23,26.5,99,4.50,,
2005,Ben Wilkerson,Louisiana State,C,75.50,299,,,,,,,,,,
2005,Aric Williams,Oregon State,CB,71.50,187,,,,4.58,8,36.0,117,,,
2005,Carnell Williams,Auburn,RB,70.88,217,,,,4.43,19,35.5,118,4.15,,
2005,Cedrick Williams,Kansas State,CB,69.75,168,9.25,28.88,,4.55,13,35.0,121,4.22,,
2005,Darrent Williams,Oklahoma State,CB,68.63,176,,,,4.30,16,39.0,124,3.96,,
2005,Mike Williams,Southern California,WR,76.63,229,8.88,34.13,,4.57,,36.5,123,4.23,6.95,
2005,Roydell Williams,Tulane (LA),WR,73.38,195,,,,4.52,,38.0,,,,
2005,Troy Williamson,South Carolina,WR,73.38,203,9.38,33.00,21,4.34,,37.0,,4.18,,
2005,Ray Willis,Florida State,OT,77.63,327,10.63,35.50,,5.40,27,,,,,
2005,Stanley Wilson,Stanford,CB,71.75,185,9.00,30.25,,4.39,14,39.5,123,,,
2005,Jerron Wishom,Louisiana Tech,CB,71.75,193,10.00,31.88,,4.53,18,38.0,118,4.07,,
2005,Cornelius Wortham,Alabama,OLB,73.40,236,9.88,32.00,,4.76,22,37.0,106,4.38,,
2005,Scott Young,Brigham Young,OG,75.63,312,9.88,34.13,,5.07,43,32.5,115,4.37,,
2006,Darrell Adams,Villanova,DE,76.63,277,9.63,33.50,,5.08,22,27.0,109,4.76,7.60,
2006,Titus Adams,Nebraska,DT,75.38,306,9.88,33.13,,5.12,15,30.5,103,4.54,,
2006,Jahmile Addae,West Virginia,FS,70.25,214,9.00,31.00,,4.74,,38.5,122,,,
2006,Joseph Addai,Louisiana State,RB,71.25,214,9.50,31.38,,4.43,18,37.0,125,4.47,,
2006,Victor Adeyanju,Indiana,DE,76.25,274,9.25,33.25,,4.88,22,32.0,112,4.41,,
2006,Jason Allen,Tennessee,FS,72.88,209,8.00,31.50,,4.41,17,39.5,131,3.81,,
2006,Jon Alston,Stanford,OLB,72.75,223,8.38,31.50,,4.53,30,40.0,132,4.13,,
2006,David Anderson,Colorado State,WR,70.50,192,9.50,29.88,,4.60,,34.0,116,4.20,,
2006,James Anderson,Virginia Tech,OLB,74.75,229,9.75,32.00,,4.62,,41.0,121,4.07,,
2006,Mark Anderson,Alabama,DE,76.25,254,9.38,32.50,,4.65,20,42.0,127,4.22,,
2006,Sir Henry Anderson,Oregon State,DT,75.88,306,10.00,32.50,,5.23,27,28.5,100,4.55,,
2006,Willie Andrews,Baylor,SS,69.38,193,9.25,29.75,,4.45,7,36.5,124,4.27,,
2006,Devin Aromashodu,Auburn,WR,74.50,201,9.13,32.75,,4.40,,39.0,120,4.16,,
2006,Miles Austin,Monmouth (NJ),WR,74.13,215,10.00,31.00,,4.50,21,40.5,123,4.14,,
2006,Chris Barclay,Wake Forest,RB,68.75,180,,,,4.44,16,40.0,120,4.09,6.65,
2006,Brett Basanez,Northwestern,QB,73.25,220,9.00,30.63,,4.79,,34.0,114,4.22,,
2006,Hank Baskett,New Mexico,WR,74.88,224,9.13,32.75,,4.52,,35.0,119,4.17,,
2006,Eric Bassey,Oklahoma,CB,71.88,195,,,,4.36,17,37.5,116,3.96,7.05,
2006,Danny Baugher,Arizona,P,69.75,194,,,,,,,,,,
2006,Brett Bell,Wisconsin,CB,72.25,190,,,,,,,,,,
2006,Mike Bell,Arizona,RB,72.25,221,9.25,30.00,,4.62,19,31.5,112,4.21,6.91,
2006,Charles Bennett,Clemson,DE,75.63,258,10.63,33.88,,4.72,19,33.5,115,4.52,,
2006,Matt Bernstein,Wisconsin,FB,72.38,260,9.63,31.75,,4.93,22,29.5,110,4.50,,
2006,Antoine Bethea,Howard (DC),FS,71.00,203,9.13,30.63,,4.42,19,36.5,127,4.11,,
2006,Troy Bienemann,Washington State,TE,76.63,256,,,,,,,,,,
2006,Damarius Bilbo,Georgia Tech,WR,73.88,214,9.38,31.63,,4.73,19,36.5,115,4.18,,
2006,Darnell Bing,Southern California,SS,74.00,227,10.00,31.63,,4.52,17,34.0,120,4.07,,
2006,Will Blackmon,Boston College,CB,72.25,198,9.13,31.00,,4.49,,41.0,133,4.23,,
2006,Jeremy Bloom,Colorado,WR,69.00,173,9.00,28.50,,4.52,,,,,,
2006,Greg Blue,Georgia,FS,74.25,216,9.13,33.00,,4.65,16,37.5,120,,,
2006,Kevin Boothe,Cornell (NY),OT,76.75,316,11.13,33.75,,5.44,23,31.5,98,5.07,,
2006,Jovon Bouknight,Wyoming,WR,73.38,195,8.88,30.63,,4.73,,34.0,120,4.03,,
2006,McKinley Boykin,Mississippi,DT,73.00,289,9.25,32.00,,5.04,30,30.5,109,4.75,,
2006,Trent Bray,Oregon State,ILB,72.63,231,9.63,30.13,,4.91,18,32.0,109,4.41,6.68,
2006,Darrell Brooks,Arizona,FS,72.38,198,9.50,31.63,,4.71,7,36.5,125,4.36,,
2006,Manaia Brown,Brigham Young,DT,74.88,301,9.88,33.13,,5.12,21,34.5,111,4.47,,
2006,Copeland Bryan,Arizona,DE,75.63,253,9.25,33.00,,4.94,16,33.0,117,4.30,6.76,
2006,Daniel Bullocks,Nebraska,SS,72.50,212,10.50,31.25,,4.40,18,38.0,124,4.16,,
2006,Brodrick Bunkley,Florida State,DT,74.75,306,9.88,33.13,,4.96,44,32.5,113,,,
2006,Reggie Bush,Southern California,RB,70.88,201,,,,4.37,24,40.5,128,,,
2006,Rashad Butler,Miami (FL),OT,76.63,293,10.25,36.00,,5.32,16,28.0,106,4.55,,
2006,Dominique Byrd,Southern California,TE,74.63,255,,,,4.79,16,36.0,116,4.44,,
2006,Dion Byrum,Ohio,CB,71.00,192,,,,,,,,,,
2006,Brian Calhoun,Wisconsin,RB,69.25,201,9.00,29.13,,4.60,18,31.5,124,4.20,,
2006,Paul Carrington,Central Florida,DE,78.88,267,,,,4.65,21,34.0,122,4.48,7.22,
2006,Thomas Carroll,Miami (FL),DE,75.88,239,,,,4.88,15,33.0,111,4.24,6.92,
2006,Jason Carter,Texas A&M,WR,71.63,211,9.75,31.25,,4.62,,33.0,116,4.21,,
2006,Chris Chester,Oklahoma,C,75.38,303,9.13,31.75,,4.91,27,31.5,106,4.50,,
2006,John Chick,Utah State,OLB,75.25,265,,,,4.62,30,36.5,121,4.26,7.07,
2006,Jeromey Clary,Kansas State,OT,78.13,309,9.25,33.50,,5.34,24,26.0,102,4.63,,
2006,Kellen Clemens,Oregon,QB,73.63,224,9.38,30.50,35,4.89,,,,,,
2006,Barry Cofield,Northwestern,DT,76.00,304,9.75,31.50,,5.00,35,34.0,105,4.35,,
2006,Daryn Colledge,Boise State,OT,76.38,299,9.50,33.00,,5.07,21,32.5,110,4.58,,
2006,Willie Colon,Hofstra (NY),OG,75.00,320,,,,,,,,,,
2006,Marques Colston,Hofstra (NY),WR,76.63,224,9.50,33.38,,4.54,16,37.0,123,4.43,,
2006,Ryan Cook,New Mexico,OT,78.63,328,9.63,33.00,,5.49,28,26.5,97,4.66,,
2006,Antonio Cromartie,Florida State,CB,74.13,208,10.50,33.75,,4.50,18,38.0,132,,,
2006,Brodie Croyle,Alabama,QB,74.50,205,9.88,31.13,24,4.94,,30.5,104,4.25,,
2006,Tyrone Culver,Frenso State (CA),FS,72.75,200,,,,4.62,23,39.5,129,4.35,7.25,
2006,Jay Cutler,Vanderbilt,QB,75.25,226,9.38,31.50,26,4.81,23,,,4.26,,
2006,Owen Daniels,Wisconsin,TE,75.38,253,9.50,31.75,,4.66,23,34.5,114,4.10,,
2006,P.J. Daniels,Georgia Tech,RB,70.13,214,9.00,30.50,,4.66,21,33.0,116,4.40,,
2006,Charles Davis,Purdue,TE,77.50,263,10.00,32.63,,4.94,27,31.5,108,4.37,,
2006,Vernon Davis,Maryland,TE,75.25,254,8.75,32.13,,4.39,33,42.0,128,4.17,,
2006,Tim Day,Oregon,TE,75.25,256,9.88,33.88,,4.76,24,35.0,109,4.20,,
2006,Mike Degory,Florida,C,77.50,305,9.63,34.00,,5.45,24,26.0,98,4.67,,
2006,Marcus Demps,San Diego State,FS,71.75,198,9.00,31.50,,4.79,17,31.0,117,4.09,,
2006,Chris Denney,Nebraska-Omaha,WR,75.00,224,10.00,30.25,,4.66,13,33.0,110,4.33,,
2006,Will Derting,Washington State,ILB,72.25,247,,,,,,,,,,
2006,Larry Dibbles,Texas,DT,73.75,285,,,,,,,,,,
2006,Tim Dobbins,Iowa State,ILB,73.13,246,9.38,31.13,,4.61,23,35.5,110,4.39,,
2006,Reed Doughty,Northern Colorado,FS,72.50,209,10.00,31.38,,4.68,15,37.0,121,4.17,,
2006,Kader Drame,Syracuse,DT,77.00,290,9.88,36.13,,5.29,17,30.5,108,,,
2006,Maurice Drew,UCLA,RB,66.80,207,8.25,28.13,,4.44,18,36.0,116,4.38,,
2006,Elvis Dumervil,Louisville,DE,71.38,257,9.13,32.63,,4.78,30,,,,,
2006,Dusty Dvoracek,Oklahoma,DT,74.75,306,9.50,32.25,,5.07,31,34.0,110,4.35,7.59,
2006,Ray Edwards,Purdue,DE,76.75,273,10.38,33.25,,4.82,30,39.0,114,4.57,,
2006,Keith Ellison,Oregon State,OLB,73.50,235,9.50,30.38,,4.83,24,32.5,115,4.16,6.75,
2006,Greg Eslinger,Minnesota,C,75.13,292,9.38,31.50,,5.18,28,30.0,101,4.68,,
2006,Bruce Eugene,Grambling State (LA),QB,72.25,260,9.38,31.75,,5.13,,27.5,94,4.76,,
2006,Fred Evans,Texas State,DT,75.88,305,,,,5.12,18,35.0,109,4.65,7.70,
2006,Jahri Evans,Bloomsburg,OT,76.50,316,,,,5.25,20,27.0,95,4.80,,
2006,Tyler Everett,Ohio State,SS,71.13,200,,,,,,,,,,
2006,Anthony Fasano,Notre Dame,TE,76.13,259,9.50,32.63,,4.86,19,33.5,112,4.34,,
2006,Daniel Fells,UC-Davis,TE,75.38,259,10.25,31.63,,4.94,19,29.5,108,4.46,6.83,
2006,DBrickashaw Ferguson,Virginia,OT,78.00,312,,,,5.08,,30.0,107,4.85,7.62,
2006,Steve Fifita,Utah,DT,71.25,322,,,,,,,,,,
2006,Cortland Finnegan,Samford (AL),CB,69.88,188,,,,4.34,14,44.0,128,4.34,6.95,
2006,Gabriel Fulbright,New Mexico,CB,69.63,169,,,,4.53,12,32.5,115,4.39,7.21,
2006,Omar Gaither,Tennessee,OLB,73.00,234,9.50,31.38,,4.80,23,37.0,116,4.28,6.97,
2006,Quinton Ganther,Utah,RB,69.50,218,8.63,28.38,,4.56,29,35.0,119,,,
2006,Ryan Gilbert,Houston,RB,69.63,228,,,,,,,,,,
2006,Travis Glasford,Western Illinois,RB,68.88,190,,,,,,,,,,
2006,Chris Gocong,Cal Poly,DE,74.13,263,,,,4.70,28,38.5,123,4.08,,
2006,Kedric Golston,Georgia,DT,76.00,300,10.13,32.38,,4.94,31,33.0,111,4.45,,
2006,Charles Gordon,Kansas,CB,70.13,183,8.38,29.25,,4.64,12,35.5,115,4.20,,
2006,Bruce Gradkowski,Toledo,QB,73.38,217,9.00,30.25,,4.63,,34.0,107,4.16,,
2006,Marcus Green,Ohio State,DT,73.25,295,9.50,32.13,,5.19,33,31.0,108,4.86,,
2006,Skyler Green,Louisiana State,WR,69.13,192,8.38,29.50,,4.52,,34.0,118,4.20,6.84,
2006,Chad Greenway,Iowa,OLB,74.50,242,9.13,31.25,,4.80,16,33.5,117,4.22,,
2006,Cedric Griffin,Texas,FS,72.13,199,9.38,32.63,,4.54,17,35.5,125,4.10,,
2006,Brandon Guillory,Louisiana-Monroe,DE,75.38,252,,,,4.54,19,37.0,123,4.27,7.16,
2006,Darrell Hackney,Alabama-Birmingham,QB,71.63,239,9.25,31.75,40,4.86,,33.0,110,4.69,,
2006,Derek Hagan,Arizona State,WR,73.75,208,8.88,31.50,,4.45,15,36.0,124,4.07,,
2006,Marques Hagans,Virginia,RB,69.38,202,9.25,30.00,,4.64,,35.0,114,4.38,6.88,
2006,Andre Hall,South Florida,RB,68.50,208,9.88,29.50,,4.45,18,33.0,113,4.20,,
2006,Jason Hall,Tennessee,DE,74.25,253,,,,4.80,21,36.0,115,4.56,7.63,
2006,Justin Hamilton,Virginia Tech,FS,75.13,218,,,,4.52,19,43.0,126,4.04,6.65,
2006,Chris Hannon,Tennessee,WR,75.25,205,9.75,34.25,,4.50,,34.5,122,4.29,7.24,
2006,Parys Haralson,Tennessee,DE,73.25,253,10.00,33.25,,4.84,24,32.0,115,4.26,7.25,
2006,Chris Harrell,Penn State,SS,72.38,209,9.25,31.00,,4.74,15,40.5,119,4.12,,
2006,A.J. Harris,Northern Illinois,RB,72.63,231,,,,4.40,24,33.0,112,4.20,6.69,
2006,Gilbert Harris,Arizona,FB,73.63,235,9.50,31.00,,4.80,20,36.0,117,4.38,7.10,
2006,Jerome Harrison,Washington State,RB,69.25,201,9.25,30.00,,4.49,19,34.5,124,4.07,,
2006,Mike Hass,Oregon State,WR,72.63,208,9.50,30.63,,4.64,,32.0,116,4.14,6.52,
2006,Jason Hatcher,Grambling State (LA),DE,77.88,284,10.38,32.75,,4.91,28,35.5,113,4.49,,
2006,Spencer Havner,UCLA,ILB,75.38,242,10.38,32.25,,4.71,,39.0,116,4.07,,
2006,A.J. Hawk,Ohio State,OLB,73.00,248,9.75,31.13,,4.64,24,40.0,115,3.96,,
2006,Brent Hawkins,Illinois State,DE,74.25,244,,,,,,,,,,
2006,Chris Hawkins,Marshall (WV),CB,70.13,183,9.63,30.50,,4.53,16,37.0,116,4.18,6.78,
2006,Taurean Henderson,Texas Tech,RB,69.50,204,9.25,31.50,,4.68,,32.5,112,4.40,,
2006,Matt Henshaw,Florida State,TE,76.38,248,9.63,30.88,,4.76,16,29.0,111,4.44,,
2006,Jarvis Herring,Florida,SS,71.13,207,9.88,30.75,,4.92,15,36.5,116,4.23,,
2006,Devin Hester,Miami (FL),WR,70.63,190,9.00,31.13,,4.46,16,38.0,124,,,
2006,Tye Hill,Clemson,CB,69.63,185,8.38,31.25,,4.34,,41.0,129,4.01,,
2006,Ed Hinkel,Iowa,WR,72.25,190,7.88,30.00,,4.55,,34.0,116,4.10,,
2006,Domenik Hixon,Akron,WR,74.13,192,,,,4.39,,,,,,
2006,Abdul Hodge,Iowa,ILB,72.38,236,8.88,32.50,,4.82,,31.0,108,4.30,,
2006,Justin Holland,Colorado State,QB,74.38,219,,,,4.99,,29.0,105,4.46,7.46,
2006,Santonio Holmes,Ohio State,WR,70.63,188,,,,4.35,,38.0,126,4.26,6.82,
2006,Reuben Houston,Georgia Tech,CB,71.88,192,9.88,30.75,,4.68,21,41.5,127,4.42,,
2006,DeArrius Howard,Arkansas,RB,70.63,229,,,,4.50,20,36.0,119,4.20,6.98,
2006,Thomas Howard,Texas-El Paso,OLB,75.25,239,10.25,32.50,,4.46,21,39.0,124,4.28,,
2006,Oliver Hoyte,North Carolina State,ILB,74.63,245,9.25,31.75,,4.98,19,32.0,112,4.30,,
2006,Marcus Hudson,North Carolina State,FS,73.13,194,,,,,11,,,,,
2006,Michael Huff,Texas,SS,72.00,204,8.75,31.38,,4.37,21,40.5,125,,,
2006,Cedric Humes,Virginia Tech,RB,72.88,227,9.88,31.75,,4.68,18,30.5,106,4.22,6.78,
2006,Darrell Hunter,Miami (OH),CB,71.88,206,8.63,31.13,,4.47,8,36.0,123,4.11,,
2006,Josh Huston,Ohio State,K,73.13,209,,,,,,,,,,
2006,Onye Ibekwe,Long Beach State (CA),TE,77.38,256,,,,4.70,,37.0,,4.35,7.07,
2006,Clint Ingram,Oklahoma,OLB,73.75,244,9.88,32.00,,4.65,22,41.0,114,4.10,,
2006,Ben Ishola,Indiana,DE,75.13,248,,,,4.50,30,34.0,121,4.12,7.30,
2006,Chad Jackson,Florida,WR,72.88,213,9.25,32.75,15,4.35,,38.5,122,3.97,,
2006,D'Qwell Jackson,Maryland,ILB,72.50,230,9.13,30.75,,4.77,19,37.0,116,4.36,,
2006,Tarvaris Jackson,Alabama State,QB,74.00,226,9.38,31.75,19,4.70,22,31.5,107,4.38,,
2006,Tommy Jackson,Auburn,DT,72.38,304,10.50,32.13,,5.26,26,31.0,104,4.60,7.76,
2006,Omar Jacobs,Bowling Green (OH),QB,75.88,232,10.50,33.75,38,4.86,,32.5,108,4.29,,
2006,Max Jean-Gilles,Georgia,OG,75.75,355,9.50,34.50,,5.54,27,24.5,95,5.08,,
2006,Julian Jenkins,Stanford,DE,75.63,277,9.50,32.25,,5.09,25,34.5,110,4.23,,
2006,Adam Jennings,Frenso State (CA),WR,69.13,181,8.63,28.38,,4.46,,37.5,118,4.12,,
2006,Greg Jennings,Western Michigan,WR,71.13,197,9.13,31.00,,4.47,,36.5,117,4.16,,
2006,Kelly Jennings,Miami (FL),CB,70.88,178,8.75,31.00,,4.44,,40.0,120,4.00,,
2006,Tim Jennings,Georgia,CB,67.75,185,9.13,29.75,,4.38,17,37.5,117,,,
2006,Brandon Johnson,Louisville,OLB,76.88,228,10.00,32.75,,4.52,11,37.0,118,4.34,,
2006,Johnny Jolly,Texas A&M,DT,75.25,317,10.38,33.00,,5.46,,,104,,,
2006,Maurice Jones-Drew,UCLA,RB,66.75,207,,,,4.39,18,36.0,116,4.38,,
2006,Davin Joseph,Oklahoma,OG,74.63,311,11.25,35.13,,5.13,24,32.0,111,4.97,7.74,
2006,Johnathan Joseph,South Carolina,CB,71.00,193,9.63,31.00,,4.37,15,37.0,123,4.23,,
2006,Winston Justice,Southern California,OT,78.13,319,,,,5.16,38,35.0,110,4.53,,
2006,Freddy Keiaho,San Diego State,ILB,71.25,224,9.38,31.00,,4.65,15,36.0,113,4.12,,
2006,Charlton Keith,Kansas,OLB,76.38,237,9.25,32.50,,4.83,12,30.5,109,4.36,,
2006,William Kershaw,Maryland,OLB,74.75,240,10.25,33.00,,4.67,21,37.0,111,4.17,,
2006,Jeff King,Virginia Tech,TE,77.13,245,9.50,32.63,,4.88,21,32.5,109,4.09,,
2006,David Kirtman,Southern California,FB,71.50,233,9.63,31.25,,4.77,26,29.5,106,4.31,,
2006,Mathias Kiwanuka,Boston College,DE,77.75,266,9.88,34.75,,4.74,17,32.0,120,4.13,,
2006,Joe Klopfenstein,Colorado,TE,77.75,255,10.13,33.00,,4.65,27,36.0,112,4.21,,
2006,Mike Kudla,Ohio State,DE,73.63,265,9.88,30.50,,4.77,45,37.0,114,4.45,,
2006,Chris Kuper,North Dakota,OG,76.38,301,9.25,32.75,,5.12,24,30.0,109,4.60,,
2006,Ryan LaCasse,Syracuse,DE,74.38,257,8.50,31.50,,4.62,34,34.0,113,4.30,,
